Id, Image, Time, X, Y, Z, Heading, Roll, Pitch, Camera, Quality, Line, Color, AccuracyXyz
244,p000243.jpg,1727875118.7163,-5.6929,-8.1445,4.6969,30.7228,-5.1478,-9.0616,0,1,0,C0;0;0;0;0;0,0.1
245,p000244.jpg,1727875119.7163,-5.4863,-8.4255,4.7302,49.2335,-5.4762,-9.1834,0,1,0,C0;0;0;0;0;0,0.1
246,p000245.jpg,1727875120.7573,-5.2836,-8.6617,4.7632,37.3597,-3.1992,-8.0555,0,1,0,C0;0;0;0;0;0,0.1
247,p000246.jpg,1727875121.7583,-5.0370,-8.7964,4.8618,33.7320,-2.8825,-7.7065,0,1,0,C0;0;0;0;0;0,0.1
248,p000247.jpg,1727875122.7993,-4.8760,-8.9148,5.0055,34.3692,-4.0040,-7.3784,0,1,0,C0;0;0;0;0;0,0.1
249,p000248.jpg,1727875123.7993,-4.6672,-9.0759,5.1883,35.1114,-4.3182,-5.9999,0,1,0,C0;0;0;0;0;0,0.1
250,p000249.jpg,1727875124.8413,-4.4825,-9.2385,5.4224,40.1525,-4.2994,-6.4742,0,1,0,C0;0;0;0;0;0,0.1
251,p000250.jpg,1727875125.8413,-4.2609,-9.3757,5.6429,44.5341,-3.0248,-5.4702,0,1,0,C0;0;0;0;0;0,0.1
252,p000251.jpg,1727875126.8413,-4.0913,-9.4884,5.8435,42.9797,-5.1964,-5.1442,0,1,0,C0;0;0;0;0;0,0.1
253,p000252.jpg,1727875127.8823,-3.8552,-9.5418,6.0817,43.5935,-3.6459,-2.5754,0,1,0,C0;0;0;0;0;0,0.1
254,p000253.jpg,1727875128.8843,-3.4926,-9.5946,6.2154,37.2493,-4.1704,-5.6042,0,1,0,C0;0;0;0;0;0,0.1
255,p000254.jpg,1727875129.9263,-3.0092,-9.3651,6.2824,33.2154,-2.4059,-2.1638,0,1,0,C0;0;0;0;0;0,0.1
256,p000255.jpg,1727875130.9263,-2.5326,-9.0392,6.2581,30.1988,-1.1011,-1.1901,0,1,0,C0;0;0;0;0;0,0.1
257,p000256.jpg,1727875131.9263,-2.2954,-8.7534,6.3174,35.0728,-0.5756,-1.1530,0,1,0,C0;0;0;0;0;0,0.1
258,p000257.jpg,1727875132.9683,-2.2222,-8.7106,6.4344,39.5043,-1.2254,1.9238,0,1,0,C0;0;0;0;0;0,0.1
259,p000258.jpg,1727875133.9683,-2.1907,-8.6899,6.3964,40.3929,-0.4625,-0.3612,0,1,0,C0;0;0;0;0;0,0.1
260,p000259.jpg,1727875134.9683,-2.1260,-8.6500,6.2685,44.2821,-0.8849,-14.5613,0,1,0,C0;0;0;0;0;0,0.1
261,p000260.jpg,1727875136.0093,-2.1922,-8.5961,6.2184,34.2553,-0.7138,-16.4434,0,1,0,C0;0;0;0;0;0,0.1
262,p000261.jpg,1727875137.0093,-2.3442,-8.5270,6.2588,19.2055,-1.9335,-14.7559,0,1,0,C0;0;0;0;0;0,0.1
263,p000262.jpg,1727875138.0093,-2.3739,-8.5624,6.4301,16.3575,-0.9212,-1.8730,0,1,0,C0;0;0;0;0;0,0.1
264,p000263.jpg,1727875139.0513,-2.3417,-8.6021,6.4487,22.3757,-0.5594,2.3219,0,1,0,C0;0;0;0;0;0,0.1
265,p000264.jpg,1727875140.0513,-2.2151,-8.6622,6.4713,42.3359,-0.2179,2.0644,0,1,0,C0;0;0;0;0;0,0.1
266,p000265.jpg,1727875141.0933,-2.1261,-8.6393,6.3009,46.1758,-0.7702,-11.5739,0,1,0,C0;0;0;0;0;0,0.1
267,p000266.jpg,1727875142.0933,-2.1905,-8.6000,6.2232,37.4056,-0.0467,-16.6624,0,1,0,C0;0;0;0;0;0,0.1
268,p000267.jpg,1727875143.0933,-2.4839,-8.5408,6.2256,29.3360,-0.3893,-10.4473,0,1,0,C0;0;0;0;0;0,0.1
269,p000268.jpg,1727875144.1343,-2.9053,-8.3071,6.2006,26.3444,2.0875,-8.1412,0,1,0,C0;0;0;0;0;0,0.1
270,p000269.jpg,1727875145.1343,-3.2733,-8.0787,6.3231,30.3738,2.5756,-7.7822,0,1,0,C0;0;0;0;0;0,0.1
271,p000270.jpg,1727875146.1343,-3.4944,-7.8973,6.5302,34.5533,0.4623,-9.1714,0,1,0,C0;0;0;0;0;0,0.1
272,p000271.jpg,1727875147.1343,-3.7243,-7.8585,6.7520,33.4937,0.1591,-6.7978,0,1,0,C0;0;0;0;0;0,0.1
273,p000272.jpg,1727875148.1763,-3.9027,-7.6653,6.9123,32.2809,-0.9881,-7.7374,0,1,0,C0;0;0;0;0;0,0.1
274,p000273.jpg,1727875149.1763,-4.1495,-7.5646,7.1623,34.9428,0.4568,-7.3770,0,1,0,C0;0;0;0;0;0,0.1
275,p000274.jpg,1727875150.1763,-4.3992,-7.4179,7.3914,33.7871,2.9435,-6.3099,0,1,0,C0;0;0;0;0;0,0.1
276,p000275.jpg,1727875151.2183,-4.6905,-7.2281,7.5224,35.8341,-1.2060,-8.0393,0,1,0,C0;0;0;0;0;0,0.1
277,p000276.jpg,1727875152.2183,-5.0017,-7.0456,7.6755,43.0885,-0.1810,-9.4308,0,1,0,C0;0;0;0;0;0,0.1
278,p000277.jpg,1727875153.2183,-5.1830,-6.7938,7.7112,44.2640,-2.2359,-7.5770,0,1,0,C0;0;0;0;0;0,0.1
279,p000278.jpg,1727875154.2593,-5.4178,-6.5654,7.8690,30.8623,2.3492,-7.9321,0,1,0,C0;0;0;0;0;0,0.1
280,p000279.jpg,1727875155.2593,-5.3984,-6.5860,7.9542,37.5589,-0.5242,-3.9931,0,1,0,C0;0;0;0;0;0,0.1
281,p000280.jpg,1727875156.2593,-5.2989,-6.6811,7.9238,54.5301,-2.0126,-3.9314,0,1,0,C0;0;0;0;0;0,0.1
282,p000281.jpg,1727875157.2593,-5.2304,-6.6577,7.7571,56.7673,-2.9932,-15.8440,0,1,0,C0;0;0;0;0;0,0.1
283,p000282.jpg,1727875158.3013,-5.3566,-6.5437,7.7199,38.3292,-1.4171,-18.3501,0,1,0,C0;0;0;0;0;0,0.1
284,p000283.jpg,1727875159.3013,-5.4089,-6.5279,7.8082,33.6924,-3.0686,-10.4933,0,1,0,C0;0;0;0;0;0,0.1
285,p000284.jpg,1727875160.3433,-5.2982,-6.6270,7.8603,48.9753,-2.0098,-8.2901,0,1,0,C0;0;0;0;0;0,0.1
286,p000285.jpg,1727875161.3433,-5.2817,-6.7054,7.9231,54.0923,-2.0828,-0.7194,0,1,0,C0;0;0;0;0;0,0.1
287,p000286.jpg,1727875162.3433,-5.3523,-6.6225,7.9463,41.9456,-0.9195,-0.9170,0,1,0,C0;0;0;0;0;0,0.1
288,p000287.jpg,1727875163.3843,-5.4095,-6.5009,7.8092,34.9628,-0.9887,-12.1646,0,1,0,C0;0;0;0;0;0,0.1
289,p000288.jpg,1727875164.3843,-5.3437,-6.6261,7.7489,46.4898,-2.2129,-10.5688,0,1,0,C0;0;0;0;0;0,0.1
290,p000289.jpg,1727875165.3843,-5.0388,-6.9229,7.7422,52.9338,-3.5465,-10.8637,0,1,0,C0;0;0;0;0;0,0.1
291,p000290.jpg,1727875166.3843,-4.7061,-7.1127,7.7295,55.7401,-3.8508,-5.8162,0,1,0,C0;0;0;0;0;0,0.1
292,p000291.jpg,1727875167.4263,-4.5497,-7.2747,7.6797,48.9853,-5.7015,-9.7449,0,1,0,C0;0;0;0;0;0,0.1
293,p000292.jpg,1727875168.4263,-4.3478,-7.3443,7.5652,44.4946,-7.0418,-8.1898,0,1,0,C0;0;0;0;0;0,0.1
294,p000293.jpg,1727875169.4263,-4.1743,-7.4591,7.3973,41.1472,-2.7378,-9.6296,0,1,0,C0;0;0;0;0;0,0.1
295,p000294.jpg,1727875170.4683,-4.0314,-7.5620,7.2871,43.1827,-2.4470,-10.2078,0,1,0,C0;0;0;0;0;0,0.1
296,p000295.jpg,1727875171.4673,-3.8449,-7.6159,7.1058,42.5818,-2.3844,-6.8463,0,1,0,C0;0;0;0;0;0,0.1
297,p000296.jpg,1727875172.4673,-3.6846,-7.8084,6.9273,49.1454,-6.4709,-8.9992,0,1,0,C0;0;0;0;0;0,0.1
298,p000297.jpg,1727875173.4673,-3.4765,-7.9006,6.7337,48.9982,-4.0136,-8.1238,0,1,0,C0;0;0;0;0;0,0.1
299,p000298.jpg,1727875174.5093,-3.3594,-8.0152,6.5552,46.5000,-4.7639,-10.1698,0,1,0,C0;0;0;0;0;0,0.1
300,p000299.jpg,1727875175.5093,-3.1804,-8.1292,6.4177,48.8699,-1.9314,-7.8113,0,1,0,C0;0;0;0;0;0,0.1
301,p000300.jpg,1727875176.5093,-2.9608,-8.2964,6.2489,40.6285,-3.5348,-10.2826,0,1,0,C0;0;0;0;0;0,0.1
302,p000301.jpg,1727875177.5093,-2.6869,-8.4773,6.2323,37.2069,-2.2817,-8.0146,0,1,0,C0;0;0;0;0;0,0.1
303,p000302.jpg,1727875178.5513,-2.7746,-8.7270,6.2215,32.1629,-1.8332,-8.8529,0,1,0,C0;0;0;0;0;0,0.1
304,p000303.jpg,1727875179.5513,-2.7172,-8.8839,6.2478,39.6861,1.1204,-5.5547,0,1,0,C0;0;0;0;0;0,0.1
305,p000304.jpg,1727875180.5923,-2.7447,-8.8567,6.2712,47.4572,-6.1718,-3.4867,0,1,0,C0;0;0;0;0;0,0.1
306,p000305.jpg,1727875181.5923,-2.7290,-8.9001,6.2407,39.3694,1.0429,-1.6051,0,1,0,C0;0;0;0;0;0,0.1
307,p000306.jpg,1727875182.5923,-2.9262,-8.9509,6.2282,31.2966,-6.8906,-5.4752,0,1,0,C0;0;0;0;0;0,0.1
308,p000307.jpg,1727875183.6343,-3.0576,-9.1851,6.2206,25.6311,-3.3688,-7.2868,0,1,0,C0;0;0;0;0;0,0.1
309,p000308.jpg,1727875184.6343,-3.2573,-9.4039,6.2293,32.3085,-4.8128,-8.1236,0,1,0,C0;0;0;0;0;0,0.1
310,p000309.jpg,1727875185.6343,-3.5320,-9.5413,6.2360,31.7586,-2.8008,-10.3664,0,1,0,C0;0;0;0;0;0,0.1
311,p000310.jpg,1727875186.6763,-3.7124,-9.4330,6.1877,26.2411,-1.2688,-10.9812,0,1,0,C0;0;0;0;0;0,0.1
312,p000311.jpg,1727875187.6763,-3.8999,-9.3806,6.1082,42.2973,-0.3917,-7.1454,0,1,0,C0;0;0;0;0;0,0.1
313,p000312.jpg,1727875188.6763,-4.1566,-9.2746,5.9352,37.5268,2.0151,-9.9389,0,1,0,C0;0;0;0;0;0,0.1
314,p000313.jpg,1727875189.7173,-4.3994,-9.1355,5.7497,37.3834,-0.7324,-5.2242,0,1,0,C0;0;0;0;0;0,0.1
315,p000314.jpg,1727875190.7173,-4.6127,-8.9786,5.5402,32.2487,1.4217,-8.8007,0,1,0,C0;0;0;0;0;0,0.1
316,p000315.jpg,1727875191.7173,-4.8723,-8.8064,5.3088,30.6838,-2.9512,-9.4870,0,1,0,C0;0;0;0;0;0,0.1
317,p000316.jpg,1727875192.7593,-5.0890,-8.6394,5.0693,31.2320,-4.4183,-10.7796,0,1,0,C0;0;0;0;0;0,0.1
318,p000317.jpg,1727875193.7593,-5.3624,-8.5238,4.8481,24.5071,-3.2402,-10.8261,0,1,0,C0;0;0;0;0;0,0.1
319,p000318.jpg,1727875194.8013,-5.5429,-8.1668,4.7310,29.0339,-2.7235,-10.2658,0,1,0,C0;0;0;0;0;0,0.1
320,p000319.jpg,1727875195.8013,-5.4617,-7.7125,4.7109,32.0571,-1.2554,-13.8578,0,1,0,C0;0;0;0;0;0,0.1
321,p000320.jpg,1727875196.8013,-5.2203,-7.3093,4.6339,29.7426,-3.4257,-14.6597,0,1,0,C0;0;0;0;0;0,0.1
322,p000321.jpg,1727875197.8423,-4.9070,-7.3129,4.6310,30.2064,1.4492,-11.8155,0,1,0,C0;0;0;0;0;0,0.1
323,p000322.jpg,1727875198.8423,-4.6505,-7.3699,4.4887,35.1001,-3.2011,-11.1424,0,1,0,C0;0;0;0;0;0,0.1
324,p000323.jpg,1727875199.8423,-4.3747,-7.5070,4.3588,36.2959,0.3147,-11.9421,0,1,0,C0;0;0;0;0;0,0.1
325,p000324.jpg,1727875200.8843,-4.1257,-7.5866,4.1775,31.2734,-3.4758,-8.7901,0,1,0,C0;0;0;0;0;0,0.1
326,p000325.jpg,1727875201.8843,-3.8896,-7.7455,3.9457,34.3466,-0.9990,-10.4414,0,1,0,C0;0;0;0;0;0,0.1
327,p000326.jpg,1727875202.9263,-3.6545,-7.9027,3.7057,31.2755,-0.6408,-7.6813,0,1,0,C0;0;0;0;0;0,0.1
328,p000327.jpg,1727875203.9263,-3.4635,-8.0057,3.4752,32.4821,-3.6455,-7.3823,0,1,0,C0;0;0;0;0;0,0.1
329,p000328.jpg,1727875204.9263,-3.2619,-8.1488,3.3122,30.8886,-4.5943,-7.5236,0,1,0,C0;0;0;0;0;0,0.1
330,p000329.jpg,1727875205.9673,-2.7942,-8.4981,3.2393,31.2136,-5.8213,-10.3786,0,1,0,C0;0;0;0;0;0,0.1
331,p000330.jpg,1727875206.9673,-2.3116,-8.9698,3.2380,28.7796,-2.8165,-8.3433,0,1,0,C0;0;0;0;0;0,0.1
332,p000331.jpg,1727875207.9673,-2.0269,-9.1440,3.1651,35.4132,-6.8459,-8.6199,0,1,0,C0;0;0;0;0;0,0.1
333,p000332.jpg,1727875209.0093,-1.7563,-9.3393,2.9216,32.5574,-5.2485,-6.5980,0,1,0,C0;0;0;0;0;0,0.1
334,p000333.jpg,1727875210.0093,-1.5951,-9.4745,2.6896,31.0316,-5.5719,-6.9229,0,1,0,C0;0;0;0;0;0,0.1
335,p000334.jpg,1727875211.0093,-1.3322,-9.5946,2.4576,29.5561,-4.5255,-5.4893,0,1,0,C0;0;0;0;0;0,0.1
336,p000335.jpg,1727875212.0513,-1.0292,-9.7837,2.1660,34.5851,-5.5932,-4.7527,0,1,0,C0;0;0;0;0;0,0.1
337,p000336.jpg,1727875213.0513,-0.7192,-9.9717,1.8461,34.0982,-2.7697,-6.3970,0,1,0,C0;0;0;0;0;0,0.1
338,p000337.jpg,1727875214.0923,-0.3534,-10.1496,1.4879,32.4653,-2.5844,-6.1917,0,1,0,C0;0;0;0;0;0,0.1
339,p000338.jpg,1727875215.0923,-0.0547,-10.3244,1.1063,28.9283,-6.4252,-4.6884,0,1,0,C0;0;0;0;0;0,0.1
340,p000339.jpg,1727875216.0923,0.3809,-10.4166,0.7843,36.2844,-8.3345,-13.0686,0,1,0,C0;0;0;0;0;0,0.1
341,p000340.jpg,1727875217.0923,0.6917,-10.1453,0.6802,31.0674,-2.1563,-7.4989,0,1,0,C0;0;0;0;0;0,0.1
342,p000341.jpg,1727875218.1343,0.6579,-9.5873,0.6938,31.9692,-3.8530,4.7970,0,1,0,C0;0;0;0;0;0,0.1
343,p000342.jpg,1727875219.1363,0.3938,-8.9005,0.6659,18.9020,0.4659,3.9751,0,1,0,C0;0;0;0;0;0,0.1
344,p000343.jpg,1727875220.1783,-0.0141,-8.3062,0.7006,23.3687,1.8340,4.0035,0,1,0,C0;0;0;0;0;0,0.1
345,p000344.jpg,1727875221.1783,-0.3627,-7.6295,0.6884,17.9079,-1.4689,0.9493,0,1,0,C0;0;0;0;0;0,0.1
346,p000345.jpg,1727875222.2193,-0.7923,-6.8626,0.6981,22.3597,-0.7172,1.2720,0,1,0,C0;0;0;0;0;0,0.1
347,p000346.jpg,1727875223.2193,-1.1210,-6.1107,0.7537,27.7738,1.7073,1.0257,0,1,0,C0;0;0;0;0;0,0.1
348,p000347.jpg,1727875224.2193,-1.3623,-5.2880,0.7156,29.3648,0.7684,1.0574,0,1,0,C0;0;0;0;0;0,0.1
349,p000348.jpg,1727875225.2193,-1.5381,-4.4930,0.7354,37.2778,1.7897,2.6269,0,1,0,C0;0;0;0;0;0,0.1
350,p000349.jpg,1727875226.2613,-1.5043,-3.6861,0.7598,40.9084,2.7384,2.7544,0,1,0,C0;0;0;0;0;0,0.1
351,p000350.jpg,1727875227.2613,-1.4027,-2.8777,0.7511,37.6997,0.1094,6.2685,0,1,0,C0;0;0;0;0;0,0.1
352,p000351.jpg,1727875228.2613,-1.2658,-2.0700,0.7386,34.4697,1.8602,4.8384,0,1,0,C0;0;0;0;0;0,0.1
353,p000352.jpg,1727875229.2613,-1.0312,-1.3382,0.7603,41.4276,2.8417,6.8314,0,1,0,C0;0;0;0;0;0,0.1
354,p000353.jpg,1727875230.3033,-0.5756,-0.6698,0.7063,34.1202,1.5345,9.7769,0,1,0,C0;0;0;0;0;0,0.1
355,p000354.jpg,1727875231.3033,-0.2135,-0.2175,0.5305,17.2334,-5.9434,4.1459,0,1,0,C0;0;0;0;0;0,0.1
356,p000355.jpg,1727875232.3033,0.0192,0.0481,0.2307,1.6821,0.2547,-1.3155,0,1,0,C0;0;0;0;0;0,0.1
357,p000356.jpg,1727875233.3443,0.0388,0.0307,0.1900,-0.8207,1.5325,1.6532,0,1,0,C0;0;0;0;0;0,0.1
358,p000357.jpg,1727875234.3443,0.0563,0.0327,0.1636,-2.7160,-0.0538,1.7654,0,1,0,C0;0;0;0;0;0,0.1
359,p000358.jpg,1727875235.3443,0.0163,0.0350,0.1748,-1.1155,-0.1221,1.6769,0,1,0,C0;0;0;0;0;0,0.1
360,p000359.jpg,1727875236.3443,0.0443,0.0218,0.1772,-1.1156,-0.1803,1.7254,0,1,0,C0;0;0;0;0;0,0.1
361,p000360.jpg,1727875237.3863,0.0335,0.0377,0.1714,-1.0124,0.0864,1.6533,0,1,0,C0;0;0;0;0;0,0.1
362,p000361.jpg,1727875238.3863,0.0305,0.0320,0.1814,-1.1723,0.1475,1.6585,0,1,0,C0;0;0;0;0;0,0.1
363,p000362.jpg,1727875239.4283,0.0462,0.0321,0.1684,-0.3252,-0.2551,1.6569,0,1,0,C0;0;0;0;0;0,0.1
364,p000363.jpg,1727875240.4283,0.0122,0.0273,0.1794,-0.4210,-0.1947,1.6426,0,1,0,C0;0;0;0;0;0,0.1
